Id,Category
40099,2
29025,1
99762,9
68395,8
76848,2
41189,5
5828,8
78717,8
50874,5
92598,8
18863,4
12432,1
103406,0
90101,8
99490,9
30725,9
103275,0
43906,8
49280,0
78769,8
99535,0
10055,5
7158,6
92549,6
30183,6
39698,1
99392,8
91589,5
41758,6
99563,0
53077,1
40581,3
4558,0
42494,9
29451,3
53051,0
29191,1
18840,4
66634,0
56614,6
7521,9
41973,7
30162,6
19210,8
76647,1
29691,4
43616,2
56575,6
40127,2
53300,9
50041,8
76560,1
9828,3
77018,3
89462,0
29870,5
50902,6
29939,5
78472,7
53111,2
41449,5
103773,4
19216,8
76252,0
99648,9
29681,4
30052,6
49931,7
18692,2
30340,7
103426,0
19032,6
78185,6
9585,0
9899,4
41934,7
99730,9
19049,6
29655,4
5228,3
7384,9
40481,3
18929,5
19195,8
76322,0
4784,1
6944,2
77180,3
28937,0
43492,0
68361,8
41648,6
30103,6
78581,8
39904,1
4663,0
77738,5
56823,9
40372,3
49869,6
99348,8
71266,4
10067,6
99229,6
10260,7
76921,2
7363,9
9808,3
53262,8
28910,0
56542,5
39371,0
42373,9
67038,3
66808,1
67742,6
53253,7
39511,0
67550,5
67098,3
99601,0
41715,6
92504,4
53112,2
10432,9
10495,9
77231,3
18647,2
90037,7
42514,9
79041,9
68471,8
67004,2
29817,4
40201,2
99218,6
5062,2
50037,8
40124,2
30661,9
66713,1
30842,9
76497,1
12281,0
29856,5
99349,8
12466,1
28854,0
91666,9
5068,2
7161,6
89859,5
19158,8
44719,6
49453,2
18893,4
29127,1
30300,7
66973,2
99357,8
10161,6
49865,6
22865,6
40910,4
43551,1
10346,8
12723,7
18675,2
90137,9
76271,0
7252,8
6892,1
68456,8
66832,1
89822,4
77299,3
41463,5
41373,5
41926,7
13434,0
40482,3
49912,7
41555,6
30186,6
56224,2
9995,5
39631,1
42142,8
56735,8
78843,8
68350,8
67574,5
41478,5
29471,3
76387,1
68753,9
12726,7
13586,7
78725,8
12309,0
41668,6
85727,6
7192,7
42365,9
42245,9
78838,8
42306,9
99327,8
76830,2
71205,0
99243,6
42326,9
5121,3
56623,6
67273,3
4568,0
41270,5
49919,7
89760,4
90041,7
49554,3
42521,9
40125,2
99584,0
22831,4
67022,2
68099,7
6881,1
50875,5
18794,3
41265,5
78860,8
40003,2
10216,7
53113,3
29729,4
40745,3
43894,8
39359,0
4573,0
92406,0
76330,0
77883,5
44740,7
41159,5
41778,7
78422,7
10473,9
18992,6
78636,8
7005,3
67621,5
39806,1
49273,0
41259,5
103331,0
85728,6
30376,7
6931,2
13520,4
12731,7
13432,0
7526,9
29746,4
43578,1
41767,6
43775,5
41576,6
18904,5
40625,3
39757,1
40558,3
40912,4
76960,2
12442,1
56412,4
39449,0
67840,6
5939,8
30531,8
67076,3
43811,6
30457,7
6821,0
78220,7
19026,6
76636,1
77378,4
41794,7
56706,8
29747,4
22879,7
99749,9
41874,7
78020,5
5167,3
77164,3
76889,2
18732,2
18565,1
67945,6
41684,6
77925,5
39947,1
77162,3
44708,5
29493,3
79044,9
90085,8
42364,9
77815,5
68535,9
49649,4
67248,3
99272,6
5367,4
76432,1
68441,8
10303,7
10194,7
18669,2
89456,0
10202,7
67503,5
9798,3
99738,9
86590,6
79020,9
56103,1
29378,2
29650,4
77143,3
5257,3
41420,5
39802,1
99545,0
5280,4
40585,3
99502,0
68358,8
103834,4
30173,6
99333,8
9888,4
10288,7
9498,0
78541,7
67965,7
40144,2
99692,9
99505,0
77141,3
41551,6
43702,4
69125,5
30469,7
67405,4
49522,2
56465,4
12709,7
50891,6
41714,6
30460,7
67031,2
7262,9
5332,4
67402,4
44750,7
67401,4
77606,4
10355,8
68246,8
4851,1
10207,7
66725,1
9802,3
30127,6
41441,5
49841,6
5244,3
67017,2
41647,6
49965,7
77555,4
40787,3
68556,9
66870,2
77448,4
12518,1
68331,8
39496,0
49856,6
67492,5
67722,6
89752,4
30898,9
78840,8
76487,1
66928,2
12479,1
70516,1
12492,1
56721,8
53171,5
76477,1
76666,1
18713,2
39595,0
66606,0
5172,3
30505,8
67396,4
56668,7
53196,5
68781,9
76310,0
49477,2
30383,7
18911,5
49555,3
9789,3
78024,5
40289,2
7334,9
29473,3
56439,4
49331,1
40523,3
104118,8
5079,2
30085,6
49317,0
67426,4
78778,8
41215,5
29450,3
79026,9
39798,1
92618,9
76832,2
39361,0
29930,5
12504,1
12728,7
76738,2
39975,2
30084,6
77215,3
42117,8
89805,4
12547,2
42519,9
12650,5
50786,1
66615,0
50811,2
12444,1
56652,7
41918,7
10307,7
99242,6
78492,7
89940,6
99279,6
49659,4
41310,5
76468,1
68299,8
49976,8
42486,9
68470,8
49566,3
67617,5
39886,1
41583,6
30854,9
77258,3
78167,6
41368,5
30758,9
78210,7
56438,4
71280,4
77664,4
91476,0
78000,5
89999,7
67624,5
4975,2
28936,0
76241,0
99206,6
40822,4
28904,0
30881,9
6889,1
56179,1
78802,8
56297,3
67604,5
68719,9
103827,4
18741,2
13607,8
30869,9
76253,0
5746,7
40576,3
103359,0
56230,2
44785,9
7153,6
49857,6
5611,6
67545,5
41142,5
53233,7
29701,4
56631,6
5389,4
53055,0
85742,7
4649,0
68206,7
77366,4
67592,5
6851,1
6976,3
30305,7
56783,9
76228,0
49286,0
78559,7
5386,4
39555,0
49450,2
77617,4
18982,6
99704,9
56395,4
53280,8
56180,1
53135,3
76596,1
12371,0
10102,6
49707,4
77812,5
66889,2
44694,4
22811,3
5717,7
41475,5
67368,4
92492,4
5867,8
56189,1
40310,2
76939,2
29505,3
77007,3
5213,3
30365,7
18536,0
29103,1
10398,8
68464,8
41139,5
10178,6
5374,4
76238,0
91653,8
7029,4
50005,8
68314,8
44578,1
9704,2
43872,7
89737,4
39634,1
56538,5
44667,3
40722,3
53255,7
42383,9
5802,7
79011,9
50913,7
5471,5
4946,2
77395,4
49911,7
42410,9
49875,6
41868,7
41731,6
49463,2
76953,2
9706,2
77605,4
67935,6
77665,4
49599,3
40034,2
66746,1
4647,0
89455,0
56247,2
56253,2
43789,5
4820,1
67014,2
56420,4
99278,6
41306,5
56476,4
39524,0
42317,9
66984,2
49713,5
78852,8
99685,9
56552,5
7510,9
67670,5
18559,1
40093,2
78718,8
29093,1
41776,7
18836,3
41542,6
50816,2
56704,8
5362,4
56515,5
30166,6
56483,4
30474,8
49518,2
12646,3
41220,5
18826,3
99444,9
18650,2
78911,8
29965,5
99442,9
28978,1
10032,5
67821,6
4822,1
40073,2
10214,7
9920,4
67262,3
29528,3
5500,5
56473,4
40727,3
78990,9
29971,5
41193,5
4918,2
40679,3
85738,7
49795,5
4561,0
49484,2
5154,3
6897,1
22885,7
10205,7
56279,2
4834,1
40167,2
40104,2
9851,3
43800,6
89973,6
40131,2
89971,6
6952,2
41105,4
49814,6
40752,3
29036,1
90152,9
12513,1
68766,9
30317,7
12378,0
41535,6
5227,3
78504,7
39354,0
99512,0
76191,0
30134,6
49724,5
49826,6
104130,8
10459,9
18790,3
66767,1
44673,3
18853,4
4919,2
56790,9
30459,7
9560,0
39325,0
4888,2
67454,5
77315,3
77957,5
7094,5
5778,7
53096,2
41236,5
77872,5
29073,1
7171,7
76280,0
77262,3
56478,4
41019,4
9887,4
78738,8
29448,3
7309,9
76592,1
66718,1
77618,4
89871,5
67689,5
12753,8
40304,2
99671,9
92572,7
104112,8
29951,5
10094,6
30200,7
56477,4
39447,0
77808,5
76469,1
43674,3
12580,2
68355,8
50782,1
53036,0
9668,1
29586,3
29607,4
41143,5
49473,2
41851,7
49292,0
39761,1
49914,7
66571,0
29986,5
39741,1
78557,7
78656,8
22802,3
41171,5
18566,1
44569,1
5007,2
44701,5
66577,0
68743,9
40926,4
104261,9
10385,8
29901,5
13430,0
89788,4
56569,6
76443,1
43784,5
9520,0
4592,0
53264,8
103347,0
40083,2
67892,6
77779,5
5747,7
77662,4
7424,9
71206,1
67206,3
28905,0
89947,6
29110,1
76201,0
78863,8
90129,9
12431,1
44614,2
41168,5
42030,8
39443,0
67668,5
76774,2
5022,2
89439,0
6771,0
29061,1
91610,6
18844,4
9885,4
18527,0
10424,9
40361,3
5849,8
29579,3
43704,4
5408,4
12540,2
67984,7
13508,3
12303,0
77673,4
9715,2
41578,6
12489,1
49309,0
49505,2
7375,9
92489,4
66555,0
9683,2
43768,5
78884,8
6837,1
43856,7
78914,8
90108,8
4972,2
41745,6
41302,5
78970,9
78254,7
56527,5
49607,3
4920,2
78435,7
10181,6
53079,1
39362,0
44732,6
43887,7
67879,6
5677,6
99440,9
49428,1
30815,9
9772,2
30730,9
40054,2
89395,0
79004,9
40457,3
41522,6
76585,1
29503,3
40308,2
40744,3
67151,3
103397,0
67864,6
5497,5
7320,9
39479,0
56697,8
39984,2
56218,2
7516,9
56684,7
5148,3
40350,3
39807,1
78205,7
41390,5
41336,5
67333,4
12308,0
86545,4
68484,8
78625,8
90138,9
41089,4
39537,0
29414,3
103370,0
76281,0
67194,3
103741,4
28860,0
42075,8
66572,0
41558,6
41106,4
78872,8
39615,1
18839,4
77846,5
29510,3
30079,6
42240,9
50022,8
78777,8
78147,6
41137,5
42420,9
99552,0
42412,9
99507,0
12574,2
99332,8
86586,6
7264,9
67488,5
30224,7
4948,2
78729,8
91609,6
49818,6
53234,7
79005,9
99742,9
40050,2
41410,5
30795,9
9583,0
9753,2
40579,3
18627,1
56456,4
66591,0
86578,6
68172,7
28880,0
79080,9
39498,0
39950,1
68105,7
40649,3
40318,2
92542,6
67275,4
40674,3
5641,6
40294,2
66859,1
67137,3
39736,1
10086,6
12645,3
40769,3
53291,9
77360,4
56820,9
18652,2
89819,4
29089,1
56558,5
40817,4
49513,2
78910,8
56573,6
6951,2
29858,5
30440,7
89761,4
90086,8
30481,8
30112,6
56154,1
77004,3
19183,8
5168,3
30296,7
76224,0
9547,0
76350,0
29232,2
90066,8
39639,1
56529,5
78791,8
76741,2
41093,4
89854,5
30852,9
40514,3
77724,5
49236,0
77537,4
76197,0
77522,4
67301,4
9532,0
5624,6
5800,7
10461,9
56121,1
56115,1
103355,0
78482,7
56258,2
49308,0
9836,3
99382,8
42307,9
68507,9
5077,2
77502,4
40733,3
13454,1
29676,4
77509,4
66866,2
41407,5
68145,7
18630,1
71291,5
40155,2
67788,6
89379,0
29892,5
77993,5
12293,0
7356,9
30463,7
90180,9
68241,8
12451,1
91617,6
49973,8
77535,4
7068,4
67856,6
67799,6
41006,4
66828,1
5538,5
67897,6
5812,7
77755,5
13476,2
10247,7
7235,8
41622,6
41253,5
30670,9
91579,5
5477,5
44722,6
29851,5
30402,7
5087,2
19146,8
67186,3
29346,2
56178,1
78951,9
29279,2
67138,3
39850,1
43935,8
66958,2
7098,5
10266,7
40114,2
39821,1
77516,4
40270,2
29185,1
56216,2
76671,2
99294,6
92592,8
49489,2
18959,5
90073,8
40383,3
68699,9
66819,1
7473,9
76343,0
78273,7
30774,9
78616,8
99750,9
5198,3
40935,4
18598,1
68143,7
9985,5
86600,7
90215,9
12438,1
78043,6
67895,6
22821,4
18712,2
6867,1
19033,6
7470,9
68526,9
29935,5
49986,8
103314,0
104116,8
79110,9
99276,6
53045,0
68363,8
29526,3
78848,8
78621,8
43643,2
29201,1
5593,6
67934,6
41423,5
39334,0
67152,3
67398,4
67306,4
29080,1
77108,3
91582,5
40816,4
56809,9
67330,4
9799,3
56259,2
69152,8
43533,1
76593,1
42167,8
12339,0
39499,0
76457,1
30176,6
6806,0
56326,3
41042,4
49984,8
4872,1
76439,1
39830,1
39901,1
4922,2
78796,8
90173,9
39545,0
56437,4
13626,9
91577,4
68098,7
12774,8
30864,9
40456,3
49376,1
18874,4
18802,3
19002,6
42052,8
56229,2
41669,6
49630,4
67817,6
68281,8
41204,5
86620,8
76663,1
69119,4
76606,1
66943,2
67664,5
4614,0
22815,4
77202,3
76838,2
18645,2
76452,1
56705,8
66924,2
9996,5
41983,7
53228,6
39875,1
10009,5
68216,8
67118,3
42424,9
41355,5
30191,6
50808,1
5777,7
79083,9
103392,0
30719,9
41440,5
56461,4
42262,9
4650,0
49648,4
99509,0
12692,6
56097,1
18721,2
19211,8
12327,0
68221,8
67002,2
41275,5
18806,3
76933,2
13510,3
76231,0
68082,7
78419,7
40616,3
39330,0
78345,7
41876,7
39819,1
66852,1
12656,5
29834,5
4731,0
40697,3
12435,1
49300,0
41681,6
68075,7
41327,5
42237,9
49780,5
99619,0
76943,2
66697,1
12514,1
99370,8
49253,0
49531,2
76377,1
90087,8
30656,9
5820,8
29668,4
18512,0
50887,6
41291,5
99793,9
12379,0
18746,2
40703,3
77107,3
43786,5
86623,9
41906,7
77919,5
39473,0
56102,1
49700,4
56332,3
56170,1
67223,3
86473,0
29742,4
76872,2
41504,6
68284,8
67680,5
40192,2
49977,8
103430,0
67802,6
99595,0
6995,3
53068,1
86587,6
78202,7
4873,1
50103,9
99697,9
78880,8
76247,0
40998,4
67662,5
68558,9
76901,2
40363,3
76404,1
40872,4
12384,0
39911,1
41282,5
29351,2
30129,6
67423,4
91667,9
67150,3
40609,3
30319,7
10323,8
53190,5
56770,8
30880,9
70525,1
7037,4
49969,7
29625,4
30036,6
89875,5
40919,4
43745,4
76308,0
29050,1
86619,8
10170,6
40177,2
78436,7
40200,2
9514,0
18745,2
77659,4
43926,8
29594,3
12512,1
76661,1
77995,5
40503,3
12718,7
40339,2
91581,5
68328,8
78671,8
41916,7
41933,7
40516,3
56278,2
103305,0
6950,2
41623,6
18501,0
39528,0
12542,2
39645,1
78800,8
67146,3
40462,3
41839,7
99447,9
78975,9
40626,3
18551,0
12433,1
78624,8
29846,5
42012,7
49717,5
40011,2
68315,8
56599,6
42199,8
66845,1
5288,4
40909,4
41086,4
77819,5
86598,7
77818,5
28958,0
4661,0
40762,3
77796,5
56414,4
67448,5
86640,9
43640,2
39522,0
7215,7
5196,3
7004,3
91615,6
9918,4
41760,6
78240,7
99585,0
30119,6
89970,6
19177,8
78277,7
66699,1
67341,4
67911,6
29300,2
5331,4
76342,0
39559,0
19194,8
66704,1
40187,2
71329,7
43901,8
4691,0
67404,4
9961,5
10383,8
30223,7
78002,5
77298,3
71299,5
30618,8
28850,0
77928,5
56719,8
56475,4
18572,1
7129,6
30334,7
78550,7
41909,7
12274,0
30695,9
89842,5
7532,9
49688,4
86577,6
70512,1
91572,4
71230,2
30321,7
49483,2
90049,7
86555,5
29688,4
41986,7
18724,2
5568,6
53105,2
28848,0
68764,9
49546,3
77056,3
92611,9
10011,5
78397,7
49494,2
77718,5
5447,5
41427,5
30740,9
30107,6
42058,8
68397,8
99628,0
41124,5
30485,8
29672,4
9865,3
42231,8
69134,6
67371,4
78497,7
9614,1
29181,1
66760,1
50855,4
89855,5
68553,9
41940,7
49310,0
68757,9
67548,5
18880,4
99783,9
9608,1
68392,8
41180,5
30417,7
42233,8
99225,6
18968,5
4796,1
66580,0
19007,6
50109,9
30192,6
53117,3
50859,4
99520,0
76807,2
67917,6
13437,0
18902,4
4944,2
44608,2
44645,2
40196,2
43577,1
91477,0
41176,5
41502,6
99380,8
49902,7
40358,3
39887,1
78799,8
49612,3
43918,8
76849,2
90044,7
89410,0
77481,4
76677,2
68623,9
40795,3
28931,0
90018,7
78373,7
68488,8
68586,9
42479,9
66633,0
89367,0
67110,3
66563,0
68523,9
5536,5
5287,4
29895,5
40645,3
67924,6
66873,2
18492,0
99468,9
90094,8
89833,5
53139,4
76373,1
99411,8
43830,6
12590,3
29099,1
18525,0
7296,9
18879,4
85713,6
4954,2
99571,0
29394,3
44774,9
90077,8
41674,6
56366,4
103431,0
77932,5
78029,5
13479,2
18860,4
77518,4
4722,0
44639,2
41211,5
76855,2
40154,2
56175,1
67851,6
77019,3
89400,0
4635,0
90059,7
68223,8
12478,1
29043,1
49813,6
78691,8
18891,4
41115,4
67386,4
68547,9
92515,5
43535,1
56628,6
9884,4
76837,2
77737,5
49515,2
89441,0
92589,8
29040,1
78822,8
68596,9
66608,0
68230,8
92579,8
30212,7
5253,3
30436,7
92403,0
9827,3
30561,8
39624,1
40328,2
69104,3
77860,5
68495,8
76929,2
77568,4
7034,4
49471,2
40248,2
40749,3
4739,1
89872,5
68570,9
78439,7
56435,4
30827,9
5361,4
56452,4
78230,7
12690,6
40631,3
67546,5
76868,2
42334,9
68561,9
7222,8
49751,5
104025,7
30008,6
68324,8
4598,0
39493,0
104092,7
99335,8
18734,2
9891,4
41627,6
78231,7
5316,4
104232,9
42488,9
40549,3
70528,1
68431,8
40488,3
41148,5
5638,6
78255,7
41625,6
22835,5
9810,3
39542,0
30782,9
67243,3
49726,5
77576,4
9566,0
42371,9
41425,5
53085,1
68191,7
77726,5
77569,4
29114,1
78663,8
77409,4
39846,1
78477,7
41898,7
79048,9
10428,9
7002,3
29863,5
30413,7
69161,9
12315,0
53265,8
22793,2
12429,1
78896,8
78493,7
103429,0
29386,3
30578,8
29187,1
78181,6
78719,8
30645,8
66920,2
76516,1
56308,3
4902,2
78871,8
68683,9
29392,3
43780,5
99259,6
5451,5
49381,1
43732,4
39795,1
39852,1
7368,9
78823,8
39859,1
30596,8
56480,4
67531,5
41285,5
78095,6
67986,7
68479,8
29862,5
7165,6
29469,3
6970,3
49727,5
5630,6
22801,3
68633,9
66654,0
56415,4
86602,7
13530,4
67691,6
50029,8
66619,0
49443,2
77461,4
67307,4
90014,7
68604,9
49228,0
39865,1
77158,3
90134,9
39609,1
29049,1
71285,5
29152,1
68449,8
67754,6
6835,1
103432,0
4914,2
89948,6
44584,1
99446,9
43557,1
67411,4
5293,4
67390,4
42050,8
4560,0
43851,7
78270,7
92505,4
91628,7
30772,9
41815,7
7020,3
40347,2
40587,3
13590,7
43639,2
56726,8
49525,2
67615,5
7052,4
78577,8
43829,6
67199,3
4957,2
40794,3
41034,4
50097,9
44602,2
29748,4
56805,9
69115,4
43604,2
71207,1
67384,4
66854,1
5048,2
78712,8
41550,6
30138,6
22812,3
10030,5
89375,0
40829,4
6826,0
12424,1
56690,7
78180,6
66754,1
78617,8
49460,2
66956,2
42308,9
78762,8
49763,5
29860,5
89466,0
90111,8
77871,5
43659,3
39598,0
18943,5
76583,1
49718,5
76368,1
103313,0
77413,4
40746,3
29084,1
5615,6
41358,5
76376,1
56108,1
7178,7
67261,3
5272,4
9830,3
5541,5
99172,6
78981,9
76862,2
41134,5
76865,2
30261,7
49245,0
7337,9
76639,1
29143,1
78091,6
67734,6
90212,9
28917,0
66739,1
76227,0
29014,1
76643,1
90097,8
103416,0
76250,0
56635,6
78927,8
40948,4
19187,8
30431,7
41653,6
53145,4
56288,3
5160,3
40966,4
41213,5
42473,9
44703,5
77989,5
12555,2
5358,4
99653,9
5003,2
69131,6
103776,4
68406,8
77786,5
5696,7
9672,1
4860,1
99249,6
77078,3
18813,3
5545,5
22813,3
77113,3
10014,5
39686,1
49282,0
99343,8
9647,1
40346,2
40819,4
67899,6
78025,5
39926,1
18899,4
41334,5
99699,9
92617,9
5130,3
67469,5
39343,0
43630,2
30894,9
71260,3
5388,4
104069,7
12412,1
5092,2
90096,8
29148,1
43722,4
70509,1
77607,4
42023,7
40243,2
40854,4
9763,2
41166,5
42134,8
29282,2
90163,9
18589,1
77914,5
103332,0
67453,5
104026,7
103440,0
41437,5
68169,7
70521,1
90036,7
103412,0
5373,4
56251,2
41448,5
43760,5
40247,2
66671,0
5684,6
53147,4
53227,6
53161,4
5243,3
6986,3
67334,4
42295,9
10036,5
40988,4
77011,3
78420,7
9853,3
99660,9
29620,4
4889,2
39619,1
99252,6
7028,4
29264,2
7253,8
56588,6
78704,8
69087,1
12714,7
30879,9
66915,2
78915,8
104223,9
18985,6
10053,5
41800,7
30211,7
67099,3
78569,8
67399,4
29993,6
71356,8
67987,7
29393,3
40570,3
68739,9
43897,8
56408,4
43824,6
71300,5
10364,8
4818,1
12516,1
67904,6
49687,4
76219,0
5153,3
41154,5
77453,4
12306,0
9526,0
7197,7
40175,2
12336,0
66976,2
53199,6
30785,9
76543,1
77120,3
40511,3
90147,9
77098,3
77403,4
67665,5
12416,1
76673,2
40394,3
29241,2
78907,8
42490,9
41370,5
30013,6
5250,3
67040,3
68429,8
10457,9
67947,6
53248,7
40594,3
43844,7
13608,8
22883,7
67848,6
56831,9
44601,2
5093,2
41728,6
86573,5
40695,3
92623,9
29612,4
39628,1
67048,3
6955,2
86576,6
40606,3
29698,4
41864,7
89763,4
5105,2
30451,7
30487,8
89955,6
5761,7
99661,9
29055,1
78519,7
56763,8
4859,1
49330,1
5881,8
76858,2
78137,6
66826,1
67598,5
42018,7
77594,4
41565,6
28930,0
53052,0
76188,0
66692,1
30043,6
30367,7
68737,9
13587,7
4979,2
39577,0
29728,4
66710,1
22787,2
89823,5
89787,4
67179,3
99521,0
89952,6
56092,1
18570,1
42100,8
18726,2
5275,4
92607,9
104084,7
30560,8
12445,1
99806,9
99670,9
28836,0
18747,2
5407,4
67477,5
69083,1
5917,8
99492,9
6959,2
76828,2
5131,3
104113,8
71234,2
66783,1
67865,6
76494,1
68417,8
10471,9
9544,0
56546,5
99814,9
42269,9
41492,6
56626,6
103835,4
22875,7
5277,4
7173,7
30622,8
90133,9
39586,0
6936,2
85648,0
49628,4
40838,4
10417,9
40806,4
13568,6
66677,0
49602,3
78393,7
30895,9
5868,8
76745,2
79001,9
6858,1
39571,0
44617,2
56240,2
103389,0
99173,6
68266,8
68715,9
67465,5
68711,9
78780,8
56758,8
5582,6
69124,5
69100,2
67973,7
56836,9
78282,7
5420,5
76499,1
78633,8
22754,0
66939,2
77900,5
77538,4
4982,2
41847,7
68591,9
13450,1
49452,2
43743,4
78232,7
18940,5
41069,4
66769,1
56269,2
67533,5
89903,5
49843,6
5387,4
41896,7
77195,3
76529,1
99795,9
41107,4
19142,8
99428,8
77740,5
78646,8
78410,7
13456,1
104059,7
77621,4
49689,4
7382,9
86628,9
4747,1
5726,7
42255,9
67451,5
39730,1
104067,7
40116,2
12318,0
66947,2
103371,0
30566,8
30736,9
10103,6
12583,2
5192,3
22790,2
67316,4
42338,9
99263,6
71344,8
40301,2
41506,6
42478,9
29539,3
78123,6
66843,1
78642,8
41980,7
40569,3
68613,9
43503,0
4896,2
40066,2
22785,2
52038,2
39755,1
29371,2
77048,3
53082,1
68450,8
66959,2
71343,8
9523,0
56788,9
67727,6
5061,2
7397,9
30322,7
28857,0
28988,1
9732,2
67460,5
68717,9
68032,7
104101,7
7523,9
5669,6
90079,8
99808,9
18509,0
40425,3
19004,6
79038,9
77750,5
50015,8
40874,4
29085,1
66597,0
67776,6
30871,9
78326,7
30073,6
29908,5
56223,2
66775,1
77676,4
89886,5
42069,8
4885,2
18519,0
49898,7
77761,5
40510,3
68472,8
29418,3
12342,0
29569,3
56774,8
30303,7
10374,8
56524,5
67372,4
99277,6
68508,9
5701,7
41068,4
39720,1
41612,6
39675,1
10006,5
7123,6
9872,3
13444,0
44705,5
56802,9
67028,2
92493,4
40810,4
12437,1
103338,0
89453,0
12603,3
41222,5
9849,3
4586,0
43496,0
77429,4
99542,0
56842,9
41702,6
10324,8
76582,1
42213,8
29370,2
77121,3
77579,4
6964,3
40928,4
68288,8
40855,4
43849,7
56346,3
30639,8
49625,4
77244,3
68607,9
18849,4
49490,2
9504,0
29356,2
78012,5
30663,9
22805,3
30353,7
56411,4
56284,3
90084,8
42470,9
40732,3
99558,0
30312,7
68048,7
67565,5
67485,5
40128,2
10427,9
66776,1
12575,2
29367,2
78847,8
40653,3
86547,4
49415,1
49845,6
40684,3
39784,1
92494,4
44695,4
68005,7
79094,9
41609,6
53271,8
39937,1
49633,4
18632,1
78440,7
40518,3
7087,5
77462,4
40052,2
28893,0
5137,3
67953,7
10185,7
10235,7
12502,1
19019,6
28966,1
42057,8
29974,5
68340,8
40157,2
78853,8
30374,7
40764,3
77273,3
49457,2
77806,5
56609,6
6768,0
42495,9
89928,6
7419,9
67304,4
42404,9
19212,8
41759,6
89894,5
29208,1
40729,3
39640,1
56443,4
12390,0
40949,4
77730,5
7066,4
5149,3
7026,4
68722,9
67023,2
13485,2
42062,8
10027,5
56696,8
22755,0
43737,4
77014,3
69132,6
77282,3
40137,2
40901,4
68369,8
6874,1
77776,5
40770,3
56657,7
67156,3
43848,7
78922,8
29832,5
13427,0
9894,4
5837,8
6797,0
78359,7
77122,3
79113,9
9573,0
56703,8
91563,4
56282,3
29159,1
42323,9
68673,9
71302,6
39553,0
78649,8
76757,2
67046,3
29174,1
99449,9
99637,0
29755,4
103274,0
56184,1
77765,5
85717,6
53095,2
99414,8
67508,5
41391,5
40309,2
66974,2
29504,3
42185,8
29496,3
68253,8
103781,4
7408,9
67955,7
18680,2
29855,5
30170,6
40647,3
76354,0
29293,2
78591,8
90194,9
77104,3
12455,1
4803,1
68672,9
30678,9
30302,7
39411,0
13573,6
67441,5
43591,2
41643,6
41071,4
50845,3
40890,4
53267,8
29900,5
77736,5
29170,1
50928,8
76771,2
40670,3
4640,0
13544,5
71255,3
10387,8
10337,8
50851,4
99224,6
40607,3
9561,0
39503,0
7483,9
68494,8
67123,3
5715,7
76708,2
40927,4
40960,4
7251,8
41849,7
5860,8
56567,6
79059,9
10336,8
30453,7
40281,2
49255,0
30063,6
99607,0
103368,0
92397,0
6850,1
30527,8
89904,5
28982,1
5023,2
40027,2
41509,6
5119,3
68128,7
77283,3
85743,7
42263,9
19027,6
41419,5
41797,7
77051,3
89757,4
9803,3
12688,6
7076,5
7236,8
68112,7
99768,9
76841,2
103384,0
76911,2
66970,2
10329,8
7108,5
77153,3
76971,2
67381,4
99190,6
29285,2
4709,0
53094,2
30382,7
78570,8
66702,1
42163,8
67555,5
42327,9
30359,7
85655,0
18905,5
67881,6
50923,7
40061,2
66896,2
9543,0
7517,9
50040,8
12361,0
30504,8
6804,0
67690,6
39701,1
49316,0
29800,4
67285,4
41972,7
68272,8
77519,4
40977,4
4927,2
29464,3
6870,1
78198,7
39549,0
12520,1
99270,6
40917,4
78427,7
43516,0
10372,8
50071,9
7387,9
49458,2
103802,4
67611,5
10425,9
89958,6
77174,3
77589,4
7444,9
77443,4
4837,1
40813,4
68197,7
67077,3
92591,8
42318,9
67094,3
91463,0
89767,4
92540,6
4924,2
40567,3
9813,3
78660,8
4676,0
67692,6
5029,2
49950,7
10066,6
19201,8
29004,1
39557,0
41091,4
40466,3
78001,5
76239,0
7117,5
67370,4
103336,0
77017,3
49983,8
30104,6
78223,7
49981,8
68239,8
6887,1
30708,9
67601,5
77392,4
12359,0
4658,0
5792,7
30492,8
43493,0
56738,8
67884,6
78974,9
12600,3
5123,3
28810,0
78260,7
18752,2
77199,3
4660,0
9855,3
76386,1
71251,3
41342,5
67067,3
76824,2
13441,0
5363,4
40036,2
39591,0
41658,6
40959,4
78710,8
89429,0
18861,4
41269,5
29428,3
40867,4
10396,8
30718,9
7060,4
19144,8
56100,1
12776,8
40873,4
19185,8
77762,5
4631,0
68274,8
7147,6
77620,4
76328,0
91673,9
49394,1
10433,9
68775,9
66927,2
76506,1
49372,1
41895,7
7268,9
18817,3
30680,9
40706,3
41936,7
99754,9
76861,2
69136,6
67666,5
56830,9
29129,1
30551,8
77072,3
49870,6
79016,9
66621,0
77934,5
41834,7
68287,8
6992,3
30274,7
10118,6
6907,2
5443,5
41450,5
56562,6
67007,2
103754,4
90017,7
68674,9
43703,4
41192,5
5880,8
85661,0
30208,7
56799,9
43520,0
78658,8
28839,0
5793,7
41638,6
29771,4
91571,4
7312,9
30683,9
99557,0
67081,3
41405,5
49799,6
78108,6
39724,1
77459,4
86629,9
29179,1
49332,1
49838,6
76495,1
77478,4
56313,3
41544,6
90211,9
77116,3
42217,8
30850,9
99804,9
29477,3
39978,2
77197,3
77379,4
99747,9
43749,4
10310,8
5271,4
68504,9
13467,2
77531,4
44669,3
56428,4
78386,7
